,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
260,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:22:00+00,West Concord,7,6.0,0.0,14.0,261
261,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:28:00+00,Concord,8,10.0,0.0,24.0,262
262,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:34:00+00,Lincoln,9,1.0,0.0,25.0,263
263,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:40:00+00,Kendal Green,12,4.0,1.0,28.0,264
264,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:43:00+00,Brandeis/ Roberts,13,65.0,3.0,90.0,265
265,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:47:00+00,Waltham,14,12.0,2.0,100.0,266
266,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:51:00+00,Waverley,15,3.0,6.0,97.0,267
267,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:54:00+00,Belmont,16,1.0,4.0,94.0,268
268,Spring 2012,CR-Fitchburg,Fitchburg Line,466,1,day_type_01,weekday,2018/01/01 21:59:00+00,Porter Square,17,31.0,35.0,90.0,269
271,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:14:00+00,West Concord,7,33.0,0.0,46.0,272
272,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:20:00+00,Concord,8,21.0,1.0,66.0,273
273,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:26:00+00,Lincoln,9,4.0,1.0,69.0,274
274,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:32:00+00,Kendal Green,12,1.0,1.0,69.0,275
275,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:35:00+00,Brandeis/ Roberts,13,129.0,6.0,192.0,276
276,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:39:00+00,Waltham,14,6.0,2.0,196.0,277
277,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:43:00+00,Waverley,15,1.0,8.0,189.0,278
278,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:46:00+00,Belmont,16,2.0,9.0,182.0,279
279,Spring 2012,CR-Fitchburg,Fitchburg Line,468,1,day_type_01,weekday,2018/01/01 22:51:00+00,Porter Square,17,11.0,134.0,59.0,280
282,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:20:00+00,Porter Square,2,4.0,1.0,23.0,283
283,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:25:00+00,Belmont,3,0.0,0.0,23.0,284
284,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:27:00+00,Waverley,4,0.0,2.0,21.0,285
285,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:33:00+00,Waltham,5,1.0,4.0,18.0,286
286,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:37:00+00,Brandeis/ Roberts,6,0.0,1.0,17.0,287
287,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:40:00+00,Kendal Green,7,0.0,1.0,16.0,288
288,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:46:00+00,Lincoln,10,0.0,2.0,14.0,289
289,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:52:00+00,Concord,11,1.0,4.0,11.0,290
290,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 05:58:00+00,West Concord,12,0.0,0.0,11.0,291
291,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:04:00+00,South Acton,13,0.0,2.0,9.0,292
292,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:12:00+00,Littleton / Rte 495,14,0.0,1.0,8.0,293
293,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:20:00+00,Ayer,15,0.0,1.0,7.0,294
294,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:25:00+00,Shirley,16,0.0,2.0,5.0,295
295,Spring 2012,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/02 06:32:00+00,North Leominster,17,0.0,3.0,2.0,296
298,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:05:00+00,Porter Square,2,56.0,14.0,98.0,299
299,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:15:00+00,Waltham,5,8.0,11.0,95.0,300
300,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:26:00+00,Ayer,4,2.0,3.0,20.0,301
301,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:22:00+00,Lincoln,9,0.0,0.0,13.0,302
302,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:28:00+00,Kendal Green,12,0.0,0.0,13.0,303
303,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:31:00+00,Brandeis/ Roberts,13,7.0,1.0,19.0,304
304,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:35:00+00,Waltham,14,8.0,4.0,23.0,305
305,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:44:00+00,Porter Square,17,1.0,14.0,10.0,306
308,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:32:00+00,North Leominster,2,1.0,0.0,8.0,309
309,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:40:00+00,Shirley,3,1.0,0.0,9.0,310
310,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:44:00+00,Ayer,4,1.0,1.0,9.0,311
311,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:52:00+00,Littleton / Rte 495,5,0.0,0.0,9.0,312
312,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 01:59:00+00,South Acton,6,2.0,2.0,9.0,313
313,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:04:00+00,West Concord,7,4.0,0.0,13.0,314
314,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:10:00+00,Concord,8,2.0,1.0,14.0,315
315,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:16:00+00,Lincoln,9,0.0,0.0,14.0,316
316,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:22:00+00,Kendal Green,12,1.0,0.0,15.0,317
317,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:25:00+00,Brandeis/ Roberts,13,12.0,0.0,27.0,318
318,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:29:00+00,Waltham,14,4.0,2.0,29.0,319
319,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:34:00+00,Waverley,15,0.0,1.0,28.0,320
320,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:36:00+00,Belmont,16,0.0,0.0,28.0,321
321,Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2018/01/02 02:41:00+00,Porter Square,17,1.0,16.0,13.0,322
324,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:33:00+00,North Leominster,2,4.0,0.0,12.0,325
325,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:41:00+00,Shirley,3,1.0,0.0,13.0,326
326,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:45:00+00,Ayer,4,1.0,3.0,11.0,327
327,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 03:53:00+00,Littleton / Rte 495,5,0.0,0.0,11.0,328
328,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:00:00+00,South Acton,6,0.0,0.0,11.0,329
329,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:06:00+00,West Concord,7,3.0,0.0,14.0,330
330,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:12:00+00,Concord,8,0.0,1.0,13.0,331
331,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:16:00+00,Lincoln,9,1.0,0.0,14.0,332
332,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:21:00+00,Kendal Green,12,0.0,0.0,14.0,333
333,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:25:00+00,Brandeis/ Roberts,13,13.0,0.0,27.0,334
334,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:28:00+00,Waltham,14,4.0,3.0,28.0,335
335,Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2018/01/02 04:37:00+00,Porter Square,17,0.0,12.0,16.0,336
338,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 13:46:00+00,West Concord,7,34.0,1.0,76.0,339
339,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 13:52:00+00,Concord,8,25.0,0.0,101.0,340
340,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 13:58:00+00,Lincoln,9,12.0,2.0,111.0,341
341,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:02:00+00,Kendal Green,12,6.0,0.0,117.0,342
342,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:05:00+00,Brandeis/ Roberts,13,7.0,1.0,123.0,343
343,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:09:00+00,Waltham,14,34.0,2.0,155.0,344
344,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:14:00+00,Waverley,15,7.0,2.0,160.0,345
345,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:16:00+00,Belmont,16,2.0,0.0,162.0,346
346,Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2018/01/01 14:21:00+00,Porter Square,17,13.0,62.0,113.0,347
349,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:30:00+00,West Concord,7,20.0,0.0,43.0,350
350,Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2018/01/01 14:36:00+00,Concord,8,8.0,0.0,51.0,351
351,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:34:00+00,Littleton / Rte 495,5,0.0,0.0,20.0,352
352,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:42:00+00,South Acton,6,7.0,0.0,27.0,353
353,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:47:00+00,West Concord,7,5.0,1.0,31.0,354
354,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:53:00+00,Concord,8,5.0,1.0,35.0,355
355,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 18:59:00+00,Lincoln,9,1.0,0.0,36.0,356
356,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:05:00+00,Kendal Green,12,0.0,0.0,36.0,357
357,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:08:00+00,Brandeis/ Roberts,13,16.0,3.0,49.0,358
358,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:12:00+00,Waltham,14,9.0,4.0,54.0,359
359,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:17:00+00,Belmont,16,1.0,1.0,54.0,360
360,Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2018/01/01 19:22:00+00,Porter Square,17,0.0,22.0,32.0,361
363,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:14:00+00,North Leominster,2,10.0,0.0,35.0,364
364,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:21:00+00,Shirley,3,2.0,0.0,37.0,365
365,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:26:00+00,Ayer,4,6.0,2.0,41.0,366
366,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:34:00+00,Littleton / Rte 495,5,4.0,0.0,45.0,367
367,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:42:00+00,South Acton,6,5.0,0.0,50.0,368
368,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:47:00+00,West Concord,7,19.0,1.0,68.0,369
369,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:53:00+00,Concord,8,35.0,5.0,98.0,370
370,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 20:59:00+00,Lincoln,9,4.0,2.0,100.0,371
371,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:05:00+00,Kendal Green,12,5.0,0.0,105.0,372
372,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:08:00+00,Brandeis/ Roberts,13,45.0,3.0,147.0,373
373,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:12:00+00,Waltham,14,14.0,4.0,157.0,374
374,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:16:00+00,Belmont,16,4.0,9.0,152.0,375
375,Spring 2012,CR-Fitchburg,Fitchburg Line,424,1,day_type_01,weekday,2018/01/01 21:22:00+00,Porter Square,17,14.0,71.0,95.0,376
378,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/01 23:47:00+00,North Leominster,2,3.0,0.0,13.0,379
379,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/01 23:54:00+00,Shirley,3,1.0,2.0,12.0,380
380,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/01 23:59:00+00,Ayer,4,2.0,3.0,11.0,381
381,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:08:00+00,Littleton / Rte 495,5,2.0,1.0,12.0,382
382,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:14:00+00,South Acton,6,8.0,0.0,20.0,383
383,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:22:00+00,West Concord,7,14.0,1.0,33.0,384
384,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:28:00+00,Concord,8,20.0,9.0,44.0,385
385,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:34:00+00,Lincoln,9,2.0,1.0,45.0,386
386,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:40:00+00,Kendal Green,12,1.0,1.0,45.0,387
387,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:43:00+00,Brandeis/ Roberts,13,37.0,0.0,82.0,388
388,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:47:00+00,Waltham,14,3.0,1.0,84.0,389
389,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:53:00+00,Belmont,16,0.0,3.0,81.0,390
390,Spring 2012,CR-Fitchburg,Fitchburg Line,426,1,day_type_01,weekday,2018/01/02 00:58:00+00,Porter Square,17,2.0,24.0,59.0,391
393,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:37:00+00,North Leominster,2,1.0,0.0,3.0,394
394,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:44:00+00,Shirley,3,2.0,0.0,5.0,395
395,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:49:00+00,Ayer,4,2.0,0.0,7.0,396
396,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 00:57:00+00,Littleton / Rte 495,5,1.0,0.0,8.0,397
397,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:05:00+00,South Acton,6,1.0,0.0,9.0,398
398,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:10:00+00,West Concord,7,3.0,0.0,12.0,399
399,Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2018/01/02 01:16:00+00,Concord,8,1.0,0.0,13.0,400
400,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:10:00+00,Porter Square,2,26.0,1.0,94.0,401
401,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:15:00+00,Belmont,3,2.0,2.0,94.0,402
402,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:17:00+00,Waverley,4,1.0,2.0,93.0,403
403,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:23:00+00,Waltham,5,3.0,25.0,71.0,404
404,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:27:00+00,Brandeis/ Roberts,6,0.0,13.0,58.0,405
405,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:30:00+00,Kendal Green,7,1.0,2.0,57.0,406
406,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:37:00+00,Lincoln,10,0.0,7.0,50.0,407
407,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:43:00+00,Concord,11,2.0,16.0,36.0,408
408,Spring 2012,CR-Fitchburg,Fitchburg Line,465,0,day_type_01,weekday,2018/01/01 20:49:00+00,West Concord,12,1.0,10.0,27.0,409
411,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:10:00+00,Porter Square,2,34.0,8.0,186.0,412
412,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:15:00+00,Belmont,3,0.0,6.0,180.0,413
413,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:17:00+00,Waverley,4,1.0,8.0,173.0,414
414,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:23:00+00,Waltham,5,5.0,29.0,149.0,415
415,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:27:00+00,Brandeis/ Roberts,6,4.0,16.0,137.0,416
416,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:30:00+00,Kendal Green,7,5.0,15.0,127.0,417
417,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:32:00+00,Hastings,8,0.0,4.0,123.0,418
418,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:38:00+00,Lincoln,10,0.0,8.0,115.0,419
419,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:44:00+00,Concord,11,4.0,26.0,93.0,420
420,Spring 2012,CR-Fitchburg,Fitchburg Line,467,0,day_type_01,weekday,2018/01/01 21:50:00+00,West Concord,12,1.0,29.0,65.0,421
423,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 10:47:00+00,Franklin,2,42.0,0.0,82.0,424
424,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 10:54:00+00,Norfolk,3,50.0,0.0,132.0,425
425,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:00:00+00,Walpole,4,28.0,0.0,160.0,426
426,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:07:00+00,Windsor Gardens,6,10.0,0.0,170.0,427
427,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:12:00+00,Norwood Central,7,59.0,0.0,229.0,428
428,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:15:00+00,Norwood Depot,8,24.0,0.0,253.0,429
429,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:18:00+00,Islington,9,11.0,0.0,264.0,430
430,Spring 2012,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/01 23:14:00+00,Silver Hill,9,0.0,4.0,264.0,431
431,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:21:00+00,Dedham Corp Center,10,21.0,1.0,284.0,432
432,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:25:00+00,Endicott,11,41.0,0.0,325.0,433
433,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:28:00+00,Readville,12,22.0,0.0,347.0,434
434,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:32:00+00,Hyde Park,13,38.0,3.0,382.0,435
435,Spring 2012,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:45:00+00,Back Bay,15,0.0,168.0,214.0,436
438,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:12:00+00,Franklin,2,81.0,0.0,167.0,439
439,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:19:00+00,Norfolk,3,84.0,0.0,251.0,440
440,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:25:00+00,Walpole,4,94.0,0.0,345.0,441
441,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:29:00+00,Windsor Gardens,6,26.0,0.0,371.0,442
442,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:33:00+00,Norwood Central,7,100.0,3.0,468.0,443
443,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:37:00+00,Norwood Depot,8,24.0,0.0,492.0,444
444,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:40:00+00,Islington,9,10.0,0.0,502.0,445
445,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:43:00+00,Dedham Corp Center,10,31.0,0.0,533.0,446
446,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:46:00+00,Endicott,11,32.0,0.0,565.0,447
447,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:49:00+00,Readville,12,18.0,1.0,582.0,448
448,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:00:00+00,Ruggles,14,0.0,85.0,497.0,449
449,Spring 2012,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:04:00+00,Back Bay,15,3.0,153.0,347.0,450
451,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:19:00+00,Brandeis/ Roberts,6,1.0,62.0,34.0,452
452,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:27:00+00,Concord,11,0.0,9.0,25.0,453
453,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:34:00+00,South Acton,13,0.0,5.0,20.0,454
454,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:42:00+00,Littleton / Rte 495,14,1.0,0.0,21.0,455
455,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:50:00+00,Ayer,15,6.0,4.0,23.0,456
456,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 14:55:00+00,Shirley,16,4.0,6.0,21.0,457
457,Spring 2012,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 15:02:00+00,North Leominster,17,0.0,5.0,16.0,458
460,Spring 2012,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 14:45:00+00,Porter Square,2,63.0,9.0,93.0,461
461,Spring 2012,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 14:50:00+00,Belmont,3,1.0,0.0,94.0,462
462,Spring 2012,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 14:52:00+00,Waverley,4,2.0,0.0,96.0,463
463,Spring 2012,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 15:00:00+00,Waltham,5,3.0,9.0,90.0,464
464,Spring 2012,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 15:05:00+00,Brandeis/ Roberts,6,1.0,56.0,35.0,465
465,Spring 2012,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 15:08:00+00,Kendal Green,7,0.0,2.0,33.0,466
